0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010096,0.0016231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.027127,0.014792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031829,0.040512,0.0016231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031115,0.058976,0.014792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029579,0.062434,0.040512,0.0016231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.028037,0.060133,0.058976,0.014792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.026675,0.057097,0.062434,0.040512,0.0016231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025513,0.054269,0.060133,0.058976,0.014792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.024541,0.05181,0.057097,0.062434,0.040512,0.0016231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023735,0.049735,0.054269,0.060133,0.058976,0.014792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02307,0.048009,0.05181,0.057097,0.062434,0.040512,0.0016231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022522,0.04658,0.049735,0.054269,0.060133,0.058976,0.014792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022073,0.045404,0.048009,0.05181,0.057097,0.062434,0.040512,0.0016231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021704,0.044436,0.04658,0.049735,0.054269,0.060133,0.058976,0.014792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0214,0.04364,0.045404,0.048009,0.05181,0.057097,0.062434,0.040512,0.0016231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021151,0.042987,0.044436,0.04658,0.049735,0.054269,0.060133,0.058976,0.014792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020946,0.042449,0.04364,0.045404,0.048009,0.05181,0.057097,0.062434,0.040512,0.0016231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020776,0.042007,0.042987,0.044436,0.04658,0.049735,0.054269,0.060133,0.058976,0.014792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020638,0.041644,0.042449,0.04364,0.045404,0.048009,0.05181,0.057097,0.062434,0.040512,0.0016231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020525,0.041348,0.042007,0.042987,0.044436,0.04658,0.049735,0.054269,0.060133,0.058976,0.014792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020432,0.041105,0.041644,0.042449,0.04364,0.045404,0.048009,0.05181,0.057097,0.062434,0.040512,0.0016231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020356,0.040906,0.041348,0.042007,0.042987,0.044436,0.04658,0.049735,0.054269,0.060133,0.058976,0.014792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020294,0.040742,0.041105,0.041644,0.042449,0.04364,0.045404,0.048009,0.05181,0.057097,0.062434,0.040512,0.0016231,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020242,0.040606,0.040906,0.041348,0.042007,0.042987,0.044436,0.04658,0.049735,0.054269,0.060133,0.058976,0.014792,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020199,0.040495,0.040742,0.041105,0.041644,0.042449,0.04364,0.045404,0.048009,0.05181,0.057097,0.062434,0.040512,0.0016231,0,0,0,0,0,0,0,0,0,0,0,0
0.020164,0.040402,0.040606,0.040906,0.041348,0.042007,0.042987,0.044436,0.04658,0.049735,0.054269,0.060133,0.058976,0.014792,0,0,0,0,0,0,0,0,0,0,0,0
0.020135,0.040326,0.040495,0.040742,0.041105,0.041644,0.042449,0.04364,0.045404,0.048009,0.05181,0.057097,0.062434,0.040512,0.0016231,0,0,0,0,0,0,0,0,0,0,0
0.020111,0.040263,0.040402,0.040606,0.040906,0.041348,0.042007,0.042987,0.044436,0.04658,0.049735,0.054269,0.060133,0.058976,0.014792,0,0,0,0,0,0,0,0,0,0,0
0.020091,0.040212,0.040326,0.040495,0.040742,0.041105,0.041644,0.042449,0.04364,0.045404,0.048009,0.05181,0.057097,0.062434,0.040512,0.0016231,0,0,0,0,0,0,0,0,0,0
0.020075,0.040169,0.040263,0.040402,0.040606,0.040906,0.041348,0.042007,0.042987,0.044436,0.04658,0.049735,0.054269,0.060133,0.058976,0.014792,0,0,0,0,0,0,0,0,0,0
0.020062,0.040136,0.040212,0.040326,0.040495,0.040742,0.041105,0.041644,0.042449,0.04364,0.045404,0.048009,0.05181,0.057097,0.062434,0.040512,0.0016231,0,0,0,0,0,0,0,0,0
0.020051,0.040109,0.040169,0.040263,0.040402,0.040606,0.040906,0.041348,0.042007,0.042987,0.044436,0.04658,0.049735,0.054269,0.060133,0.058976,0.014792,0,0,0,0,0,0,0,0,0
0.020043,0.040087,0.040136,0.040212,0.040326,0.040495,0.040742,0.041105,0.041644,0.042449,0.04364,0.045404,0.048009,0.05181,0.057097,0.062434,0.040512,0.0016231,0,0,0,0,0,0,0,0
0.020036,0.040067,0.040109,0.040169,0.040263,0.040402,0.040606,0.040906,0.041348,0.042007,0.042987,0.044436,0.04658,0.049735,0.054269,0.060133,0.058976,0.014792,0,0,0,0,0,0,0,0
0.02003,0.040053,0.040087,0.040136,0.040212,0.040326,0.040495,0.040742,0.041105,0.041644,0.042449,0.04364,0.045404,0.048009,0.05181,0.057097,0.062434,0.040512,0.0016231,0,0,0,0,0,0,0
0.020025,0.040041,0.040067,0.040109,0.040169,0.040263,0.040402,0.040606,0.040906,0.041348,0.042007,0.042987,0.044436,0.04658,0.049735,0.054269,0.060133,0.058976,0.014792,0,0,0,0,0,0,0
0.020022,0.040029,0.040053,0.040087,0.040136,0.040212,0.040326,0.040495,0.040742,0.041105,0.041644,0.042449,0.04364,0.045404,0.048009,0.05181,0.057097,0.062434,0.040512,0.0016231,0,0,0,0,0,0
0.020019,0.04002,0.040041,0.040067,0.040109,0.040169,0.040263,0.040402,0.040606,0.040906,0.041348,0.042007,0.042987,0.044436,0.04658,0.049735,0.054269,0.060133,0.058976,0.014792,0,0,0,0,0,0
0.020015,0.040013,0.040029,0.040053,0.040087,0.040136,0.040212,0.040326,0.040495,0.040742,0.041105,0.041644,0.042449,0.04364,0.045404,0.048009,0.05181,0.057097,0.062434,0.040512,0.0016231,0,0,0,0,0
0.020013,0.040007,0.04002,0.040041,0.040067,0.040109,0.040169,0.040263,0.040402,0.040606,0.040906,0.041348,0.042007,0.042987,0.044436,0.04658,0.049735,0.054269,0.060133,0.058976,0.014792,0,0,0,0,0
0.020011,0.040001,0.040013,0.040029,0.040053,0.040087,0.040136,0.040212,0.040326,0.040495,0.040742,0.041105,0.041644,0.042449,0.04364,0.045404,0.048009,0.05181,0.057097,0.062434,0.040512,0.0016231,0,0,0,0
0.020009,0.039996,0.040007,0.04002,0.040041,0.040067,0.040109,0.040169,0.040263,0.040402,0.040606,0.040906,0.041348,0.042007,0.042987,0.044436,0.04658,0.049735,0.054269,0.060133,0.058976,0.014792,0,0,0,0
0.020008,0.039992,0.040001,0.040013,0.040029,0.040053,0.040087,0.040136,0.040212,0.040326,0.040495,0.040742,0.041105,0.041644,0.042449,0.04364,0.045404,0.048009,0.05181,0.057097,0.062434,0.040512,0.0016231,0,0,0
0.020006,0.039989,0.039996,0.040007,0.04002,0.040041,0.040067,0.040109,0.040169,0.040263,0.040402,0.040606,0.040906,0.041348,0.042007,0.042987,0.044436,0.04658,0.049735,0.054269,0.060133,0.058976,0.014792,0,0,0
0.020005,0.039986,0.039992,0.040001,0.040013,0.040029,0.040053,0.040087,0.040136,0.040212,0.040326,0.040495,0.040742,0.041105,0.041644,0.042449,0.04364,0.045404,0.048009,0.05181,0.057097,0.062434,0.040512,0.0016231,0,0
0.020004,0.039984,0.039989,0.039996,0.040007,0.04002,0.040041,0.040067,0.040109,0.040169,0.040263,0.040402,0.040606,0.040906,0.041348,0.042007,0.042987,0.044436,0.04658,0.049735,0.054269,0.060133,0.058976,0.014792,0,0
0.020003,0.039983,0.039986,0.039992,0.040001,0.040013,0.040029,0.040053,0.040087,0.040136,0.040212,0.040326,0.040495,0.040742,0.041105,0.041644,0.042449,0.04364,0.045404,0.048009,0.05181,0.057097,0.062434,0.040512,0.0016231,0
0.020003,0.039981,0.039984,0.039989,0.039996,0.040007,0.04002,0.040041,0.040067,0.040109,0.040169,0.040263,0.040402,0.040606,0.040906,0.041348,0.042007,0.042987,0.044436,0.04658,0.049735,0.054269,0.060133,0.058976,0.014792,0
0.020002,0.03998,0.039983,0.039986,0.039992,0.04,0.040012,0.040029,0.040051,0.040086,0.040135,0.040212,0.040326,0.040495,0.040742,0.041105,0.041644,0.042449,0.04364,0.045404,0.048009,0.05181,0.057097,0.062434,0.040512,0.0016231
0.020002,0.039979,0.039981,0.039984,0.039989,0.039995,0.040005,0.040019,0.040037,0.040066,0.040106,0.040169,0.040263,0.040401,0.040603,0.040902,0.041344,0.042006,0.042985,0.044434,0.04658,0.049736,0.05427,0.060135,0.058976,0.014792
